,ytID,transcript,confidence
236,CB0_cLv6K48, Elsa is covered in Pink Pink Slime Princess Tsum Tsum blind bags  I don't think I've gotten this one so far so cool we have the genie. Got a little Cloud let's rub the lamp Okay I want you to open this blind box your wish is my command oh my goodness these are so cute we have some sushi with some Chopsticks and you can stick it into either one let's go ahead and take this one here poop poop how cute is this I love it this is the color,0.9519326686859132
237,CCnlFUGN7xI, first time I've ever done a red carpet event this photo right here at Photoshop my face on the Dwayne space and I need him to sign one of these and then I gave him one that I signed for him super disturbing  we saw so many crazy things in the movie way that is transporting one of our our big genetically mutated animals whose massive Evan George on that plane is big mistake  I think we'll be alright  and then we also have which I believe you saw today was part of a lot of Chicago is is what do we call that completely to wash animals at least if I can figure out what they are for,0.9248310327529908
238,CDsqsojxSlc, lean down my esophagus  number to internet Warriors people that have one sole purpose in life and that is to destruct are things going okay because they turn that into a war zone just go to therapy for their self esteem issues paper everything about my life sucks I know I'll make myself feel better by typing the word slap a lot and you can spot this person from a mile away because they don't know how to spell and they don't know how to use grammar  when I saw the light I mean that sounds a lot like me or even comment whatever  go back to your country,0.8653275370597839
239,CHK89Ms_vH4, the books extraordinary Demarion isn't just the excitement of painting it's a Botanical Curiosity on the hunt of the plant itself to have a taste if I could venture to see what excited smiley on to find those bizarre carnivorous plants  yeah  I'm heading into the depths of the forest south of catching mr. g o a local Wildlife expert I hope will make my day Picture Perfect coming to this habitat for the pitcher plant  so the way you find a pitcher plant is you have to look on the ground or you have to look on the  clowns,0.6258398294448853
240,CNd0tHFEW3A, thank you very much time is over 200 satisfied customers the relaunch is a success  in spite of Peter  place was a success through your hands so it is what it is what it is  you fucking walk around this place with a bowl of food in your fucking hand  that's not how I run my fucking business a fucking headache  I said that you see Monday's work. Where can I buy what's the problem,0.7717782855033875
241,CdtkJZljmWA, 14 15 16 17 18 19 3  and I have six  call only Hub 56  17 balls  you can get your own,0.959040343761444
242,CiRYTdmRkXI, I want all my heart and is wearing this this is how you become part of the more for me is if you wear this shop. I just wanted to talk about this song no offense because it means a lot to me and I worked really freaking her on it I have been riding it for almost an hour there's a lot of people get offended these things and I'm sick of it so I think my mom will say whatever they want with no consequences he's basically all you have to do is say whatever you want just as long as you say nothing then you don't get in trouble for other things that people use if you don't like the words to know if ants you can also try I'm just being honest not to be room and my personal favorite bless her heart cabbage just being honest not to be rude but each plus her heart so the only way you can get away with,0.9632132649421692
243,CmqbMwRK8KA, first imagine a different Universe from Ro where all the matter is spread out perfectly smooth and uniform just like our universe every piece of matter is attracted to every other piece thanks to gravity is that universe is finite it has an edge were matter end and everything will be pulled to the center and up in one Clump lucky for us this isn't the universe we live in but what if this smooth then uniform Universe had no energy spreading out forever a particle inside this infinite Cloud would feel nothing or rather get into a gravity equally in all directions the whole universe would be frozen in place but our universe is an evenly spread out and it isn't clumped in one spot it's full of structures at massively different scales to find out how I ended up this way let's run the clock backwards the scientist simulate the evolving University find out that in order to make one that looks like ours there needs to be some tiny lumps in the very very,0.9526615738868712
244,Cz8ARDdKopo," I don't know if that is okay  21  yes it was playing  what type of a good thing okay this girl I'm going to stay  I think she's 19  really 25  9115 I did not know how to be my face like that. So crazy, mad about the Middle School",0.8284329175949097
245,D0ZUDvoJFzY, that's right you see for da a lot of chalk  well that's all I got so far so close  you do know this doesn't make sense the most viewed video of all time right now that's the next connection it doesn't make any sense because it's easy as ABC ABC 1-2-3 bug Pokemon Scyther there's your proof proof of what we just connected the very last and biggest Trend today even if I do believe you're crazy Theory what about the Harlem Shake it doesn't call anybody that did that train is probably an idiot  so what's after side then I don't know well I mean he's,0.8472635746002197
246,D2ubIaBxTAQ, it's the most important thing that we have around us now with 27% unemployment and so many people facing food insecurity to waste that it's it's not only a shame it's at almost to cry I think it's possible for a culture to have you know an abundance of food on the table the problem in Greece is not the people that want to donate food it's just that nobody has made it easy for them to do so we have for example of grandma she said I've done the best fish soup in the world and everybody is Ethan but I'm still have 10 portions of food left I don't want to throw it away why can't I do it we look in our database and then our map and we see where the nearby Charities are we ask all these characteristics of the Food donation and then the most suitable recipient Organization for that people want to donate more food because they see people suffering around then we start from the grandma salad the next day that's a problem,0.893783688545227
247,D5x2--fLPZI, couldn't fix  well I have a diagnosis  I need to cuddle  oh oh oh you're so silly the diagnosis is sore bones that sounds pretty serious are you sure he's going to make it make it squibbles it just going through a growth spurt that means his bones are going to be sore for just a little while I'll grossberg you mean and sometimes even though it's normal it does make your bones a little sore so that's probably what's wrong with squibbles right now  I'm so relieved,0.9567214250564576
248,D8VqrzLsfD0, are children in when they get to around 6 7th grade that's kind of what I say okay guys what do you think 10 year old you would think of yourself right now if I saw you today actually 10 year old me wanted to be a barber so it my ten-year-old would probably say how the hell'd you become a lawyer really my favorite is to teach kids how to read used to teach just like the kids in Atlanta and so I love tutoring children that have difficulties reading because I know I can help them what would you say I think when I was 10 I want to be a veterinarian cuz I love animals and if they saw that I was a puppeteer I think 10 year old me at the time would have thought that that was really weird cuz I don't think that when I was 10 I knew that being a puppeteer was a career is this what you imagine yourself doing as an adult,0.9685620665550232
249,DB2_HgP7Hjw, what is that word mean right the psychology the glass ceiling  no I can't give you an answer at 11  what is the answer  let it get in trunk no one leaves if you watch the blog I watch it,0.8721365928649902
250,DF343LTBDnM, welcome to Ryan toy review,0.93474942445755
251,DFw15pku9Z8, Balls McGee things you change your Twitter name  exit 2  I would find another love  hey bro you should come with us you should come with us,0.9782238006591796
252,DIQU18WDl80, wow  good sister  no no it's fine I'm right again again  about little Timmy here with you  hey get to see you again,0.8115963935852051
253,DQsplQW7KGw, your sense of smell and how you sleep you just have to provide a DNA sample by spitting it to my day even the DNA in mitochondria and let me trace my family tree in ancestry on a molecular level by comparing my DNA sequences with sequences from other people around the world and see what we have in common I learned that I have a much better chance of being related to Isaac Newton who was British than Albert Einstein  I'll take it you can learn more about your personal DNA story and support our show by going to 23andme.com okay if you give it a try let us know if you want dick even deeper into space time you should read Brian greens fabric of the cosmos to tell us the story of how scientists have been thinking about Newton and His Bucket for the past 400 years and it's still making them ask questions about what the universe really is,0.9650875329971312
254,DS3d-YyLYV4, no offense but that sounded really bad when she did the  I like that song  Richie,0.6183163523674011
255,DUafW5QkASA, 30  the tower was originally meant to be a temporary structure that only stand for 20 years  many of the people of Paris disliked the tower they thought it was ugly or that it was dangerous and might fall down  by the time the tower was supposed to be removed however people had realized that it was a valuable way to transmit Wireless Telegraph and radio signals and City officials decided to keep it  it continues to be used for communications today with more than 110 is on it  despite its height the Eiffel Tower is incredibly wind resistant it only sways up to five in in wind but when the side facing the sun heats up and expands the top may move up to 7 in from its original position  the towers completely repainted every,0.7961365580558777
256,DYoXzZxEa9g, and then eventually you go down again  it's nice to make a little like fun with your hands to direct the house okay pretty breast  how do you spell my perfect company she's in a husky Shepherd and Pad wolf is an an amazing so it's just kind of a bonding thing you don't really know all the reasons why,0.8579108715057373
257,DbeTDmfigS4, Bake Off come and hang out everyday since then  have you kissed at all know that is really sweet his friends pretty big into girl I got you that's why you're here  hi babe  this is Andy Andy. It is so nice to finally meet you know Rudy chance I'm talking about you my very beautiful girlfriend Eliana you went ahead and got you some Cosmos yeah and fabulous future together huh  extra soy Rudy,0.6883125305175781
258,DcA3QhL5SAc, hi I'm Jillian nice to meet you nice to meet you what are your interests musicians so I pretty much like singing playing piano talk a lot alike to meet new people that just me I'm like the socialite person there probably like booted off in the first episode so what you trying to have a whole bunch of ninja stars I like to throw this dart board so like what do you do a show jumping on horses and it's like the time competition so was I really competitive that's crazy I like algora goats and snow leopards you probably liger liger like the tiger and lion mix Idol today,0.9010475277900696
259,DcMLkce_BLg, Abbott's multiple identities the protagonist is a poet who switches between genders and lives for 300 years with its fluid language and approach to Identity Orlando is considered a key text in gender studies  the mind can only fly so far from the body before it returns to the constraints of life like many of her characters Wolf's life ended in tragedy when she drowned herself at the age of 59 yet she expressed hope Beyond suffering through deep thought wolves characters are shown to temporarily transcend their material reality and it's careful consideration of the complexity of the mind her work charts the importance of making our in our lives known to each other Not Afraid of Virginia Woolf then check our book Rex list to see which of her masterpieces our team recommends and thanks to our partners at audible you can download a free audio version of any of her books on all,0.9660411477088928
260,Dd14OyO3NnI, grow how they want the scientists create a scaffold in the form of a hydrogel Especial water-based gel that's great and absorbing and retaining cells inside the hydrogel the cells form into muscle fibers long strands of muscle cells that all pull together in the same direction by altering the shape of the hydrogel the alignment of the muscle fibers can be tweaked and adjusted giving scientist control over the direction they pull in what spiders are formed a tiny electric shock is all it takes to make them contract there then ready to be connected to the joints of a robotic skeleton and Wallah biohybrid robot is born or built I guess I don't have a whole human replicants running around though not yet anyways I just the University of Tokyo just manage to get small muscle pairs working in early 2018 because there are a number of limitations that need to be overcome before biohybrid robots really take off these lab-grown muscles don't have any way to repair themselves so they only last a few days to a week and your body muscles,0.9728515148162842
261,DoGiM7UqjQk, I think this guy was in Genesis  that everybody let's watch that again  time in Somalia skintight women at least buy me I love how just so short and adamant he is at first glance I just asked him if he wanted to eat a bowl full of tarantulas for $100 like that's the type of response that you just gave the idea of having sex with me okay so like I know these people I've worked with these people,0.9548106789588928
262,DpL55Li9L3s, element that I just made up a thrilling don't wait to get out of this one  there is no man to take my hand and I can call my wife at the company of someone who might as well just keep me up-to-date form is suitable made who is going to treat me  doing  Thomas,0.7243778705596924
263,DqVPVRmRIU8, cousins yeah in the world of geographical sociology a lot of things sounds like other things but they aren't exactly same things as those things language is very close to the Turkish language and people can travel interchangeably between both countries in Spanish and Portuguese is one of the few Muslim Shia majority countries in the world they also have a very interesting culture dynamic in which the majority of people identify as culturally Muslim rather than consistently developed an observant Muslim operates women are allowed to wear whatever they want and are not required to wear hijab zor burqas and religious freedom is allowed all right well moving on to put it simply Azerbaijan has a long long history of friends but also some surprising new people that they just started kind of click with today Azerbaijan has diplomatic relations with over a hundred sixty country is mostly centralized in Europe and Asia azerbaijan's in Media,0.95896577835083
264,DtNAqK_V-lg, 3 miles per hour in 3 milliseconds way faster than muscles alone could ever achieve  their secret a saddle shaped part of the exoskeleton which acts like a spring  the mantis shrimp uses this spring and a latch mechanism to store energy amplifying the strike speed but generated by the muscles  the system of Hibbetts at the leg joint further increases the blistering speed of the punch  arm cast spring release Bullseye at 73 feet per second  it's no fair fight the crab loses by knockout,0.97385835647583
265,DupsKDXRb9k, The Unbelievable in the comments below let me know what you guys think I should do like something really crazy when I hit a million subscribers I don't know some something crazy. I should do for a moist lemon  all right let's get into the video  right out there real  daily problems  If It Don't Fit in the Twilight thing I'm done  just cuz I like I mean if I was rich I wouldn't be doing dumb stuff like that  thanks for the fucking money Dad Dad came through dad came through  car stash did now driving it why did mad  that's unreadable,0.9338212013244628
266,Dy-PO0GAgzg, give me a random  but never bad man  The Flash game. That should I say to you on break Flash  one day she found him and followed him aware of the danger she was getting herself into you can't stop me  Georgia,0.6975629925727844
267,DygdzQCKUNo, well they're setting we are going to make some decorations over here is a template that I made in Photoshop I'll put a link down below so if you want to use this template feel free or going to use it to make our cookie decoration I have a cutting board with a piece of wax paper Placer template on top of the cutting board whole the wax paper flat tip down the corners start by piping the outer ring of the logo in the center of the logo with the Milton black candy melt try to avoid the I once the black has hardened type the Eye Design are Oreos or dip in Ark animal designs have set now we are going to combine them together over here I have some leftover warm candy melt and I'm going to use this to act as an adhesive pick up the paper with your logos on them and kill them up then on the back but a little bit of candy melt and stick it on top of your Oreo to do this to the rest of your Oreos,0.9710130095481871
268,E44vMcicbCY, that you would not put that we watch Forrest Gump and she would quit us on Forrest Gump and not with our test like she would quizzes on movies and that would be our test in that class to Edith ottley she was a great teacher and she was like wow I'm so proud of all my classes but we are cheating cuz she used to have the answers on her desk in one person would just get the answers and then he passed around and then I never learned anything in History Class actually day me and my ex best friend was obsessed with these two boys in between to know why I thought they were so cute or just so nervous like me just always want to talk to me but we never would talk to the Isis the outside and wait on my mom to come pick me up when I was sitting down waiting on my mom to pick me up but it sounds,0.9674097299575806
269,E4MX0p0By0s," listen to the brain via pattern of electrical pulses there for cracking and replicating the code is the key component to recreating site and in 2011 dr. Sheila nirenberg did just that and now she's using that Discovery to build a prosthetic device to restore sight to the blind eye doctor near Discovery really does show as that coolant gives you the power to create just about anything we want teaching ourselves decode at Lenovo game States code and play Adventure it's so fun I want to keep playing the best of all we can use our own artificial intelligence and the multiplayer we had to compete against other players that we can play together you can get started at www.lenovo.com state.com the sign ups for you could even win prizes from Lenovo or a $2,500 scholarship to a local coating can tell us what you would play it using hashtag game State and hashtag Lenovo on Twitter and Instagram and tag smart girl and make sure it includes a picture of yourself playing it",0.9709717631340028
270,E9Bf6jdIsKw, all three contain salt proteins and a bacterial enzymes but emotional tears have higher amounts of protein including stress hormones and natural painkillers that we don't yet know the purpose of all three are secreted by the lacrimal glands in your eye only the production of emotional tears is controlled by the hypothalamus and area of your brain that regulates emotional responses across cultures aside from speaking humans communicate with each other in many ways through gestures posture even touch that we tend to read other people's emotions through their face we have over 40 muscles in our face alone capable of deforming or appearance in a number of very weird ways like blushing laughing and teenager by Rolling before we had language school peers involves the way to send a,0.8667878508567809
271,EBRO9YIs-dU, I knew this might happen don't worry I brought it back up  okay cool  I never place in the costume contest  nice cost at a Party City  and I that obvious  Wonder Woman really those types of costumes are so mainstream write the third season of The Last Mimzy but with nipples which of the super rare version of the Nabi because the only place exists on James Cameron's next but I'm dressing the transfer of the Cali cat with AIDS from the scene that was taken out,0.9431385397911072
272,ECWFxzOraQw," exactly I needed jeans get boots I said, like an Oxford shirt black dress dressy type shirt question was like 30  25 I said 32  All rights to meet you he don't have glasses I thought you were in your early 50s and I'm in my early 50s MP3 okay I'm taking this many meds I thought he was in his twenties I'm 31 31 okay so so you surpass the 20s but you're still in like a roll ups but enough so wrong on the shirts I thought that he might have a load a flannel shirt on with the sleeves rolled up oh he's got nice recall those",0.9542198777198792
273,EEiMD9vSxaE, here are all the kids daddy pig looks super cool in their outfits today we better get going kids that way we won't be late for the party party let's go daddy party party kids have fun here they are all my goodness looks like they are going to have so much fun in this fancy dress party over here specially that we have so many yummy treats on the table okay everyone else in our next episode enjoy this video and comment in the comment section letting me know who among Peppa and her friends is your favorite character I will see you at our next episode my name is SE for toys unlimited Babylon by,0.9604594111442566
274,EGK1KkLjdQY, or even other metamorphic rocks can be changed by heat and pressure into new kinds of Rock  metamorphic rocks can be formed by being deep under the Earth where pressure and temperatures are high or when rock near the surface is heated up by the movement of tectonic plates for magma  different types of rocks become different types of metamorphic rock when exposed to heat and pressure  for example  Shale becomes slate  Sandstone becomes quartzite  and Limestone becomes marble  rocks are slowly but constantly changing in something known as the rock cycle  the rock cycle begins with Magma or hot melted rock deep beneath the earth's surface  this magma becomes crystallized becoming igneous rock,0.9269176721572876
275,EHz31kpIplk, what has all that  yes you can pick you up I didn't you  we have to start at the track or treadmill I forget  so I just need to drop down here so that I can go over here it was that was sick like it's summoning slender but it's just big noise like for dinner some stupid idiot wondered in your woods again  I'm doing good at this turned on,0.9169906377792358
276,Ek9CsMBIlrU, normally bilirubin is filtered from your bloodstream by your liver and then excreted through your intestines does a newborn's liver is still developing can't remove bilirubin is quickly from the bloodstream which turns their skin yellow as she smiled build-up is actually pretty common in babies it's referred to as normal jaundice but there are a few other forms of jaundice of prematurity you seen in premature babies because their bodies are even less equipped to get rid of extra bilirubin babies can develop breastfeeding jaundice if they aren't getting enough breast milk from their mothers in that case they don't have as many bowel movements and they don't excrete as much bilirubin breast milk jaundice is less common and caused by substances in the mother's breast milk they can interfere with the liver's bilirubin processing then there's blood group incompatibility which can happen in some cases when the mother and the baby have different blood types this means the mother's body could make antibodies which attack her baby's red blood cells resulting in an excess buildup of bilirubin in the baby's bloodstream most of these forms of infant jaundice typically disappear without any extra treatment in a couple of weeks at the newborn's body matures if a baby develops more severe jaundice or has other sickly symptoms they should be taken to a hospital or doctors can lower the level of bilirubin,0.9679460525512696
277,EmXwQ8vnhho, music people dance  one of the things I've done I've done one time but I would do it again cliff jumping jumping off a huge huge huge Cliff was very nervous you were just talking about it makes me a little nervous actually my heart's going to race I think I just go for it without fear it as in anything any dream I don't really hold back I go I go I try I try at least  when in doubt zoom out  the other one way back Sir Paul McCartney words of wisdom let it be those are my two I would say that I live by  I trust my gut I moved from my gut trust my heart moved from my heart,0.9140658974647522
278,Eyzd2tsPOks, how many play for me and you came within inches from your rights that protect myself from the ground up it was tough with me you got a lot of brothers it's your paycheck if I can get straight A's and they got to get out with toys at the library my kid is the kid you compare your kids to make sure that everything is Scotty from when John Snow died and people from Windows Walking Dead tonight so can you just have been my child and my kid never say shut up to me and who they dated up to me so unhappy sit down be humble,0.9726656079292296
279,F-ohbDZaYVg," 13 year old Bobby Frank  together with his partner Richard Loeb the two men thought they could commit the perfect crime thanks to a life of privilege wealth and access to the best education they believe their intellectual superiority could pull it off so on May 21st to 1924 they lowered lobes second cousin Bobby into a rental car for he was beaten in Gag the drove to Indiana to dump his body but temp to the cover their tracks and sent a ransom note to Bobby's father demanding $10,000 they were caught a few weeks later in the trial was highly publicized they were each sentenced to life + 99 years was killed in prison Leopold was paroled in 1958 and later went on to teach at the University of Puerto Rico where he wrote and published the check list of birds of Puerto Rico and the Virgin Islands",0.9654049277305604
280,F3Imgy-aH6c, I'll find a way to chest  what could be the  free  maybe someday maybe someday help me some way I could get to roam free  baby song  alfredo,0.818940281867981
281,F983f0IjsC4, I just ate jerky detention detention where I don't get it  I was just looking at our answers detention I don't want attention but I think I needed  this is such a weird country attention anymore  detention detention  who do that  so you're all tattletales everybody's intentions are you at except  I don't get it  yo you know I can hear everything you say right we went to HighSchool together,0.9120480418205258
282,FMh8M86zkbk, go suck up in here it is this was supposed to be a really pretty butterfly purple and ended up being a really dark brown e-money purple I don't even remember what I ended up doing with it we're going to see together apparently I didn't do anything to fix it and I just tried to blend it into the rest and pretend I'm serious though when your blending this type of Shadow obviously be very careful because you want to blend them into each other what you don't want them to be completely mixed with each other here I just put a bunch of white and shimmery stop in the inner Corner because you know this is a butterfly tutorial but I think really the look we're going for is unicorn I don't care if I'm a butterfly or unicorn or just trashy I'm not going anywhere without a really intense Wing day or night Halloween Christmas funeral I don't care I had some fun little wispies I don't know what the word for these things are but they remind me of butterflies I don't know what does a reminder on any makeup tutorial I've ever done you can stop at any point I usually take it further than I need to right now I am feeling,0.9703062772750854
283,FPigw1aRp3c, how did they do these weird things  Dental smart bear very smart  having trouble breathing  females will just be like I'm not attracted to you anymore  less of this more of the tail squid,0.9060389399528505
284,FSiRgyCwPhE, staying age when you're bombarded with numbers and stats and quickly becomes overwhelming but I think you need to really focus we need to see imagery because you see someone and you think I can be that person sleep on the street if like being ignored by everyone and judge like that story if you're paying attention it gets inside of you and you realize the humanity that they're done told them they were done them for their time in cash and show them the door but the final part of the experiment was actually outside waiting for them was Christian an actor disguised as a homeless man now we wait and see if the video had an impact Accordance Bible measurement for how much the videos impacted them was how much they donated to,0.9453022480010986
285,FUojyr-OLI8, oh he's going to hurt himself  I'm off the challenge  oh my God  what's happening babies are so scary when they laugh  bacon stop  I don't care which I need that again  Slayer  space queen what's going to happen to him I have that sweatshirt what you doing what you doing stupid shit was like some. So Raven shit you like I was just like yeah  this was,0.7725369930267334
286,FZ_jNGKCIWs, copies of the virus new viruses are repackaged and crammed into the cell until it bursts sending freshly-minted influenza viruses out to infect additional cells most viruses follow the script the trick with the flu is that its genetic material isn't DNA but a similar compound called RNA and RNA viruses can you tape much faster  when cells synthesize DNA a built-in proofreader recognizes and correct mistakes but the RNA synthesis mechanism doesn't have this Fail-Safe if errors creeping they stick around creating new variants of the virus why is this a problem because vaccines depend on recognition the flu vaccine include some of the same substances call antigens found on the surface of the virus itself the body identifies those fragments as foreign and,0.9543156027793884
287,FfBaOP2P3RA, Burger in Hong Kong I got today and they tasted disgusting so he's last longer there's more fruit in them I tasted oranges ideas for a bearing so this is a healthier version again or vegetarian and he's over the real food any day you know what kind of thing you want me to do next I also have dummy keeps on and I have gummies french fries so if you guys want to see me eat that for some real food in the comments below I have to do to become the back to summer fan of the day it's like to download applications on this video And subscribe to my channel and screenshot it and tweeted to me Instagram it to me and I pick someone Emoji she posted a picture of her clicking the Bell notifications and showing me she subscribe to me so she wins or the best Smurf and I don't cry band make sure,0.945883810520172
288,FfCdV4KE2DQ, oh yeah I know that's what is your end goal here oh wow that's interesting okay yeah if you're not that's not that's not helping the situation no that's not any better okay alright  okay maybe not maybe I overestimated my skills  it's got an awesome made of feathers to back him up how are you doing I'm doing fine I was just weird that one was just weird Thomas come on all goes to show that when looking for a significant other it is important to just be yourself there aren't any special techniques or tricks of the trade the right person will come along when it's a,0.9493762850761414
289,FiGqCNBxnn0, I tried to go floating through the cold drain pipe barely managed to find a scrap of that but just say she ate my Hunger for war at the end of it all now here I say it I have stared death in his face today  so how would you describe your perfect someone I don't know what to look for well someone  don't know that's it just  someone  are my standards too high like open up a card I am an adult not even know I sent me this because my grandfather died  but not even a dollar though I hate you you are awful,0.8880822658538818
290,Fjbx5Xq_ULc, on what other energy options we have  in the 17th century there were 820 million Acres of Virgin forest in the United States but after a few centuries of burning wood for heat energy and cooking that number dwindled to just a hundred and thirty-eight at some point in the mid-1800s be reached Peak wood luckily we had an alternative fuel at least at the time promise to be environmentally friendly and save the forest  call likewise in 1846 thanks to the popularity of whale oil as a smokeless lamp fuel we reached Peak whale whales are a decidedly non-renewable resource our love of lamp almost drove them extinct I love Leo I Love Lamp but it wasn't simply dwindling Supply and increasing demand that stayed cetaceans it was Discovery the new lamp fuel called carry distilled,0.9578521847724916
291,FpZ1sIjQrf4, all the annoying guys your best friend could date this one is quite possibly the most annoying why because he's wonderful and her anniversary he planned a surprise trip to Hawaii it was so romantic Hawaii she's too kind enough about us tells about you Lily  I've never been to Hawaii  oh I'm so sorry this is so rude it's Kevin I have to take this but I'll be back at the child Alex sponsors he saved his life and you just adopted a dog for him but only has 3 legs but Alex believes in him I really good in bed what I found this brown bread he's also really good in bed,0.9453392624855042
292,FtGkbUv4BdU, I was in Africa  the same outfit like that something I would wear like that's my outfit I'm so what are you killing me in that Clinton or like 5 people laugh I don't think it's me but like it's going to be more of the story is like you never know who you'll see everyone like their Michael Jordan or like they're ninja or like someone you'll good like  people keep saying I have a ghost player for me I know there's 8 people left  my stomach is killing me yo yo I know there's a people I want to win the game two guys but I just got to do,0.8779257535934448
293,G11746rzZXM, shocks if we learnt about them at school the same way we went to a trips and currents and tides and it would probably get along with him a lot better leave you a lot safer in the water  I believe it's a big part of my duty and responsibility to help shocks in general and that can't be done unless you first change that fear people have in stock and they chose generation that serious deep-seated in the heads but I got to school and I told the kids and they don't have that fear and judgment that just yet they're still open to letting things so it when you take some of that shocks they will grow up with the respect because I'm not trying to teach that the homeless but Alyssa grew up with an understanding of the animal and not these bloodthirsty mindless kill it  my favorite way of showing people that shocks maybe not as bad as I think is there film sometimes people do need to see to believe so I mean I try and tell people and talk to them all the time but they don't want to hear when you show them I'll show them a video or footage of May next to a shock in the,0.9490421414375304
294,G4wKwOZ9_5c, alright made it on from here people call me by the name of the Native flightless bird you're my favorite fruit I love kiwi the native Flightless Bird that's called a kiwi comes from New Zealand New Zealand New Zealand gave women the right to vote in 1893 the first man to Summit Mount Everest with Sir Edmund Hillary he was from New Zealand and he probably saw a bunch of weirdos those are in Section 8 to that country and they really really really are big,0.9538665413856506
295,G6wj5UZElx0, what let's get to know each other well actually say most of the time I just prefer living with my head in the clouds and a good portion of my life was spent living in the closet or something that's pretty original change can be scary but it can also be good you better keep in contact I'll come find you well you better keep in contact because I will never forgive you  rock band Alan and why haven't you told me until now  oh no,0.8514878153800964
296,GDyTMdnvmao, wanted 300 it's one of my favorite favorite ponies we have Pinkie Pinkie Pinkie Pie we can squeeze her furniture to it we always have some orange numbers in our Marshall cups  nothing comes out but it's their our surprise this is a lion guard blind bag and at the back we have all this lion guard characters that we can you collect last time I got the toe Adidas sign  he is super funny and I love it isn't this cool hello hello over here at the back we have Queen Elsa and Princess,0.9424694180488586
297,GFw3QZEcVYE, the great thing to buy on the internet they were so many like mail and I mean there's really no difference between the two career of makeup look like it's not as scary as I thought it was which was nice we're going to move on to Foundation together for a minute that's fine because things don't have to be done with the status quo guys I would never have even known so like your lie I'm slightly darker as in like soul oh God  Lionel Cartwright,0.7788724899291992
298,GGHIOGtHjYg, I'm going to bathroom  you're the best in the bathroom  sweetie this is first class I think you can Kevin little confused or back there where you belong on this is first class you better get out of here this has nothing to do with money  it's not like I want to see you again  not so fast get back there,0.9437547326087952
299,GHTLgEkoIYA, is taking human lives based on a story ripped straight from the Batman comics this movie poles and no punches when it comes to shaking Batman's world to its core and putting the Caped Crusaders moral compass to the ultimate test I'm not talking about killing penguin or scarecrow or 10th I'm talking about him just him doing it because  she took me away from you never seven Watchmen  to adopting The Landmark graphic novel by Alan Moore and Dave Gibbons is no easy task and some would say it's outright impossible but for a two-hour feature film version of the Epic comic Zack Snyder's 2009 effort does a terrific job of bringing the legendary story to life  these people  I'm tired of being caught in the tangle of their lives Vigilantes are on,0.9521378874778748
300,GJdl1_UsHCI, cookie can put them in your hands  solar shirt has Band-Aids all over it this case includes dock in her changeable outfits stuffy lots of ducting tools and accessories a wagon and a Book of Boo Boos  tttt-ttt YouTube  this is so fun I love riding in the wagon with you yeah it's really greatly I mean stupid happy  dark you just ran over my tail  I did oh I'm so sorry Stephie yeah me too I'm really sorry well let me take a look at it it's time for a check-up I can't bend my tail  looks like it's time for me to get in my doctor equipment,0.9355347156524658
301,GMnsZuEE_m8, I'm going to break us up into 2 episode 1 on electrostatics and one of magnetism first electrostatics the cause of lightning and balloon sticking to me an objects that have electric charge and electrostatics are described as being positive or negative object the greater the force and the greater the distance between the charged objects the small and simple by French Charles August on De coulomb and what we now today call Coulomb's law how protons in an atomic nucleus which are positive keep negatively charged electrons from just wandering off just like with other fundamental forces of physics there's a special particle that conveys this Force heard of the particle it's called a photon o x carry the electrostatic force between the electron and the proton-proton are the same particle that carry light and heat which is why I electro magnetic forces able to travel at the sea,0.9733763337135316
302,GT4j7TmOu9Y," old country of DNA doesn't change much would each generation any complications from a genetic mismatch would eventually be passed out of a child's future children to read which could have affected the results of the experiment I don't know if something similar would happen to humans if it does then it might be important to have a donor that's a good match like with a blood transfusion or an organ transplant so we still have a lot to learn about the potential risks of mitochondrial DNA donation that it's promising wait for mothers to make sure they don't pass on mutations that can cause a lot of harm and in some cases the only way they might be able to have biological children at all because a few billion years ago a cell happened to munch on some bacteria and they lived inside of us forever watching this episode of Sideshow which was brought to you by our patrons on patreon if you want to help support this show, and don't forget to go to youtube.com scishow and some scrap just like new house smell in new car smell new baby smell is real but what exactly",0.9723402857780457
303,G_IyhtM3Ygo, they actually just one of the key things in the ecosystem and sometimes you don't even notice them cuz it's so much going on around them shark watching the traction for plows main source of income tourism  but it was a risky move Banning shark fishing could have compromised the lucrative tourist trade from Asia  it's done the opposite and their visitor numbers are increasing every year in fact it was the dive community that had the vision uniting their voices in groups like The micronesian Shark Foundation  we initiated the first socio-economic study of the value of sharks so one shark is worth close to a hundred and eighty thousand US dollars in one year and over its lifetime close to 2 million dollars it's one shark we talked about many many sharks in Palau  similar,0.767522931098938
304,Geqw4AtEvMc, it was a nice guy but she didn't go to court and she is so I don't know what I did for the majority of that to be honest I think a lot of the strands I put purple and blue into which will either look muddy and weird or maybe Galaxy and cool I'm not sure but I don't know if I like balance out the colors properly or if I like work them in properly and we're just going to see what happens I think I definitely brought the color with way way way more than was bleached and it might look really silly but we'll see in a little bit this is the worst part I need to rinse out the hair dye and ice cold water have to do it in my,0.9531729817390442
